588487,58
622497,60
741685,45
871777,95
242191,45
149048,40
429185,70
393746,45
389515,65
542943,55
605754,60
363978,80
344043,65
605754,60
389515,60
558028,40
25454,50
822384,60
322204,60
858984,55
136606,45
552956,45
182014,55
344043,55
6904,35
988958,60
902686,20
735433,75
222625,35
38480,40
791373,35
3767,62
558728,33
37767,20
358882,45
993003,45
449976,50
725050,40
110702,45
492212,55
108109,85
270212,55
672858,45
350813,80
529057,55
447063,40
402198,25
38480,45
753052,70
308704,55
500918,70
39525,75
346857,100
323790,55
428198,15
484231,55
140821,85
