subject,image,set,trial,assistance,TimeUsed,meand,vard,meandTU,vardTU,maxdist,dkl,paa,imcode
2.0,2.0,1.0,2.0,2.0,8.67000007629,112.71555569999995,9532.3140911019436,112.71555569999995,9502.3063403908654,362.03899999999999,5.8814500000000001,0.0,694616.0
2.0,1.0,2.0,3.0,2.0,9.2979602813700009,211.46101009999995,13788.384270055334,211.46101009999995,13006.844741134806,495.48099999999999,6.2881499999999999,0.0,795680.0
2.0,1.0,2.0,3.0,2.0,9.9971704483000003,268.48248654999998,20746.666924586385,268.48248654999998,20760.266973564172,774.98900000000003,8.6674600000000002,0.0,747653.0
2.0,1.0,2.0,3.0,2.0,8.6143999099700004,264.25065445000013,15521.79861265703,264.25065445000013,16598.508242852524,577.74099999999999,5.94041,0.0,828731.0
2.0,1.0,2.0,3.0,2.0,9.9911279678299998,248.37475835000001,16023.422698011676,248.37475835000001,15989.445816195659,576.80600000000004,6.5860200000000004,0.0,578573.0
2.0,1.0,2.0,3.0,2.0,9.4219427108799998,224.49611264999999,22895.194395470739,224.49611264999999,22115.184002096445,511.68099999999998,6.2180400000000002,0.0,542943.0
2.0,1.0,2.0,4.0,2.0,9.2685155868500004,189.76813799999999,21090.091092297167,189.76813799999999,19614.104455512464,511.97800000000001,6.3447500000000003,0.0,56757.0
2.0,1.0,2.0,4.0,2.0,9.2351102828999991,161.87499565000005,19486.424513523518,161.87499565000005,20219.527404033634,495.62599999999998,6.5025700000000004,0.0,477396.0
2.0,1.0,2.0,4.0,2.0,9.4753675460799993,171.99059149999991,14714.263829903388,171.99059149999991,15499.791782705572,498.67899999999997,6.7866499999999998,0.0,791373.0
2.0,1.0,2.0,4.0,2.0,9.5659046173100002,209.98875149999989,14355.562692102772,209.98875149999989,14886.7697118081,502.77699999999999,7.5772300000000001,0.0,510096.0
2.0,1.0,2.0,4.0,2.0,8.59898853302,205.08378030000006,14507.488668462356,205.08378030000006,15362.795659045507,520.54300000000001,8.1527799999999999,0.0,217699.0
2.0,1.0,3.0,5.0,2.0,7.8200001716600003,210.84152399999999,12147.373831559875,210.84152399999999,14172.828723402341,531.50699999999995,7.9603599999999997,0.0,441976.0
2.0,1.0,3.0,5.0,2.0,7.7199997901900002,214.15584499999986,12936.024662527301,214.15584499999986,14888.180438520203,459.88,9.1448199999999993,0.0,471409.0
2.0,1.0,3.0,5.0,2.0,7.6900000572199998,149.09357875000003,10476.024150446045,149.09357875000003,11615.06686323294,371.23200000000003,9.5817700000000006,0.0,961863.0
2.0,1.0,3.0,5.0,2.0,8.0500001907299996,183.47888099999989,8981.3995438913407,183.47888099999989,10280.148422256716,384.66899999999998,9.7263999999999999,0.0,811483.0
2.0,1.0,3.0,5.0,2.0,7.1500000953700003,184.07239700000005,7831.843798322996,184.07239700000005,10030.315745806545,371.93799999999999,9.4790899999999993,0.0,167977.0
2.0,1.0,3.0,6.0,2.0,7.6999998092700004,192.89350849999991,9502.2369062909074,192.89350849999991,11399.449725519977,433.45699999999999,9.5894499999999994,0.0,46369.0
2.0,1.0,3.0,6.0,2.0,7.67000007629,149.9055334999999,8855.2691139955277,149.9055334999999,9600.4540549617686,354.26100000000002,10.377800000000001,0.0,754975.0
2.0,1.0,3.0,6.0,2.0,7.3600001335099998,128.15420299999997,4944.2257394009748,128.15420299999997,5607.8597998284731,287.08499999999998,10.7242,0.0,989633.0
2.0,1.0,3.0,6.0,2.0,7.25,190.14404999999999,10435.059498321803,190.14404999999999,12147.962440749126,401.63900000000001,10.067600000000001,0.0,500918.0
2.0,1.0,3.0,6.0,2.0,7.32999992371,191.87799199999989,11920.344561111244,191.87799199999989,13113.432203007738,398.80799999999999,9.8543099999999999,0.0,724897.0
2.0,2.0,2.0,3.0,2.0,9.7013921737699995,222.2698,21606.562787890023,222.2698,21528.703076122787,681.65099999999995,6.1529100000000003,0.0,859074.0
2.0,2.0,2.0,3.0,2.0,9.64586925507,218.15413649999999,30877.107008772418,218.15413649999999,30771.657075088264,701.45000000000005,8.4685400000000008,0.0,317467.0
2.0,2.0,2.0,3.0,2.0,9.9967069625900002,178.72796815000004,29658.840566433479,178.72796815000004,29678.899277458615,567.59900000000005,8.2307100000000002,0.0,558028.0
2.0,2.0,2.0,3.0,2.0,9.7491531372099995,181.30317885000005,24750.042139720084,181.30317885000005,24935.698428136773,593.97000000000003,7.5580299999999996,0.0,272825.0
2.0,2.0,2.0,3.0,2.0,9.9967184066799994,180.91001869999999,30245.501855783634,180.91001869999999,30261.568997000941,628.70000000000005,8.11571,0.0,702180.0
2.0,2.0,2.0,4.0,2.0,9.9939279556299994,171.53799300000003,19617.973590529011,171.53799300000003,19626.063153102608,559.23599999999999,7.4622599999999997,0.0,401499.0
2.0,2.0,2.0,4.0,2.0,9.9968690872200003,97.428736500000014,17089.133710323938,97.428736500000014,17084.223553038126,533.15999999999997,6.9139999999999997,0.0,871271.0
2.0,2.0,2.0,4.0,2.0,9.9973688125599995,232.10237330000001,34572.241344360729,232.10237330000001,34584.007552685012,692.96500000000003,7.9608100000000004,0.0,317977.0
2.0,2.0,2.0,4.0,2.0,9.9977827072099998,245.15862794999998,30119.645382475697,245.15862794999998,30125.882870393543,595.16200000000003,8.6776599999999995,0.0,445609.0
2.0,2.0,2.0,4.0,2.0,9.9997034072899993,275.58090000000004,25441.982493734646,275.58090000000004,25443.948303502519,558.82799999999997,8.8676899999999996,0.0,70112.0
2.0,2.0,2.0,5.0,2.0,9.9949140548699997,101.64132850000007,12397.173934812959,101.64132850000007,12408.786081394768,476.06700000000001,10.016400000000001,0.0,504522.0
2.0,2.0,2.0,5.0,2.0,8.7989072799700008,206.10579499999997,14065.233827070997,206.10579499999997,12341.849448843263,366.0,6.7134999999999998,0.0,726457.0
2.0,2.0,2.0,5.0,2.0,8.8552808761600001,163.55517935000009,17186.741382395408,163.55517935000009,17218.42123895833,446.84899999999999,6.0722300000000002,0.0,442853.0
2.0,2.0,3.0,5.0,2.0,7.5700001716600003,65.754391899999987,11498.503100370552,65.754391899999987,13999.547093677755,516.25800000000004,6.31806,0.0,162217.0
2.0,2.0,3.0,5.0,2.0,8.1599998474100008,38.28555870000001,22470.858915870896,38.28555870000001,23507.059395102675,582.45399999999995,6.8205099999999996,0.0,973863.0
2.0,2.0,3.0,5.0,2.0,8.8699998855600004,88.650986850000038,14581.586602989979,88.650986850000038,15351.682342065957,523.26700000000005,6.9731399999999999,0.0,837247.0
2.0,2.0,3.0,5.0,2.0,9.0299997329699995,67.719771350000016,21379.440339732526,67.719771350000016,21556.110354670742,549.01499999999999,8.0066799999999994,0.0,841527.0
2.0,2.0,3.0,5.0,2.0,9.0900001525899992,50.380003150000022,21012.992813528406,50.380003150000022,22458.040323576428,589.20399999999995,10.424899999999999,0.0,279468.0
2.0,2.0,3.0,6.0,2.0,8.57999992371,50.617369250000031,17188.74394701295,50.617369250000031,19467.919893315604,544.48599999999999,9.8339099999999995,0.0,997320.0
2.0,2.0,3.0,6.0,2.0,7.4899997711199999,65.737070500000002,15053.301535526924,65.737070500000002,18747.527026606262,554.70399999999995,8.63706,0.0,840268.0
2.0,2.0,3.0,6.0,2.0,8.5200004577600001,29.191754599999989,27304.79972477577,29.191754599999989,30856.550878220223,635.84299999999996,9.5845199999999995,0.0,971811.0
2.0,2.0,3.0,6.0,2.0,8.9899997711200008,28.54645124999999,24316.885335611507,28.54645124999999,27013.927467877391,636.94399999999996,9.83263,0.0,98888.0
2.0,2.0,3.0,6.0,2.0,8.3100004196199997,65.170590299999972,19152.571869484385,65.170590299999972,22895.777926322764,630.73400000000004,8.3461300000000005,0.0,14650.0
2.0,3.0,2.0,3.0,2.0,9.9981451034499997,179.47926999999999,16912.305449895015,179.47926999999999,16929.86012350081,580.35900000000004,8.0606600000000004,0.0,194057.0
2.0,3.0,2.0,3.0,2.0,9.7254962921099999,328.11964844999994,23953.741180570873,328.11964844999994,24399.271948501431,636.96900000000005,8.1915700000000005,0.0,85120.0
2.0,3.0,2.0,3.0,2.0,9.8895015716600003,313.61343960000011,23065.207863833486,313.61343960000011,23179.790368885602,584.64700000000005,8.3372399999999995,0.0,298187.0
2.0,3.0,2.0,3.0,2.0,9.6208724975600006,340.34749149999976,24348.517325256638,340.34749149999976,25253.184994210846,854.18499999999995,8.4033499999999997,0.0,77775.0
2.0,3.0,2.0,3.0,2.0,9.1883611679099992,322.9478566999997,21857.697632429419,322.9478566999997,23832.750829874945,637.55799999999999,8.2010500000000004,0.0,237404.0
2.0,3.0,2.0,4.0,2.0,9.9935436248799991,301.88694664999991,24194.489595672781,301.88694664999991,24219.173707396676,612.28300000000002,8.5135199999999998,0.0,641712.0
2.0,3.0,2.0,4.0,2.0,8.9572343826300003,305.26679054999983,23676.565435249358,305.26679054999983,25617.971971603947,638.28899999999999,7.4353999999999996,0.0,228730.0
2.0,3.0,2.0,4.0,2.0,8.8149604797399999,225.92716614999981,21808.708138419515,225.92716614999981,21723.764486130978,582.12800000000004,7.0830399999999996,0.0,18269.0
2.0,3.0,2.0,4.0,2.0,9.2313451766999997,287.43043834999997,26867.404609881149,287.43043834999997,28182.90304179785,823.072,7.7997100000000001,0.0,97437.0
2.0,3.0,2.0,4.0,2.0,8.5721549987800003,216.51969515000005,23393.73102330559,216.51969515000005,23593.728772203867,589.12300000000005,7.2646600000000001,0.0,868876.0
2.0,3.0,3.0,5.0,2.0,9.6199998855600004,92.774478500000001,14076.217401779848,92.774478500000001,14507.084928736605,463.85500000000002,5.5758599999999996,0.0,469883.0
2.0,3.0,3.0,5.0,2.0,8.6899995803800003,52.538075000000021,17698.157257673814,52.538075000000021,17787.694815994048,493.81799999999998,8.9732599999999998,0.0,168776.0
2.0,3.0,3.0,5.0,2.0,8.3500003814700001,78.811884550000002,16844.365033551243,78.811884550000002,18103.547551515807,505.0,8.5747400000000003,0.0,552606.0
2.0,3.0,3.0,5.0,2.0,7.5599999427800002,81.166731400000003,9734.0334771848793,81.166731400000003,11851.84966030266,408.0,8.0604700000000005,0.0,438004.0
2.0,3.0,3.0,5.0,2.0,8.5200004577600001,62.470227299999991,15226.522125433041,62.470227299999991,16546.707138554339,483.66300000000001,8.1073400000000007,0.0,538623.0
2.0,3.0,3.0,6.0,2.0,8.4499998092700004,37.816453550000027,15622.605341541319,37.816453550000027,17288.111487472062,491.92000000000002,8.6076899999999998,0.0,393134.0
2.0,3.0,3.0,6.0,2.0,8.25,73.406377800000016,13739.73126826714,73.406377800000016,14396.962553754824,572.75599999999997,8.8307500000000001,0.0,566134.0
2.0,3.0,3.0,6.0,2.0,8.3900003433200006,49.100277600000055,15942.080797406337,49.100277600000055,19023.62564380746,575.46199999999999,8.7660900000000002,0.0,21376.0
2.0,3.0,3.0,6.0,2.0,8.6000003814700001,38.668136749999988,15305.747741263456,38.668136749999988,16764.054038504608,685.89400000000001,9.0307399999999998,0.0,158488.0
2.0,3.0,3.0,6.0,2.0,8.07999992371,61.720939199999975,17293.117707957361,61.720939199999975,17881.192505937586,563.32299999999998,8.7831100000000006,0.0,992499.0
2.0,4.0,2.0,3.0,2.0,9.9998493194600009,67.656914599999979,1173.8697569684634,67.656914599999979,1165.8840151919753,163.0,11.4535,0.0,682667.0
2.0,4.0,2.0,3.0,2.0,9.9964313507100009,82.639167500000028,1625.4104151427412,82.639167500000028,1623.2410710923632,170.14400000000001,9.17056,0.0,614898.0
2.0,4.0,2.0,3.0,2.0,9.9921884536699999,60.120482449999997,1830.9631219488156,60.120482449999997,1811.2546136098213,209.0,7.5701299999999998,0.0,825258.0
2.0,4.0,2.0,3.0,2.0,9.9990558624299997,74.683461200000025,1599.7922685823976,74.683461200000025,1597.2051712246041,209.0,7.9367099999999997,0.0,448441.0
2.0,4.0,2.0,3.0,2.0,9.4712200164800002,40.800927950000002,1898.7958252837896,40.800927950000002,1969.1871175896936,147.0,7.1244800000000001,0.0,350813.0
2.0,4.0,2.0,4.0,2.0,9.9997386932399994,90.371500999999995,1172.4327931155183,90.371500999999995,1163.6254485034208,184.011,7.1916200000000003,0.0,834035.0
2.0,4.0,2.0,4.0,2.0,9.7730464935299999,46.999026699999987,1839.9320530050727,46.999026699999987,1868.0420219749001,173.649,7.6483100000000004,0.0,386679.0
2.0,4.0,2.0,4.0,2.0,9.9994010925300003,89.818890999999965,1479.1485264057844,89.818890999999965,1479.1910871771795,140.71600000000001,6.5269500000000003,0.0,394446.0
2.0,4.0,2.0,4.0,2.0,8.7778234481799995,37.686215449999999,1907.9486105267276,37.686215449999999,2018.6520102687418,162.99700000000001,7.9291,0.0,832219.0
2.0,4.0,2.0,4.0,2.0,9.9976205825799997,75.138168649999997,2023.3453227023135,75.138168649999997,2014.3537233274142,175.0,6.1051700000000002,0.0,557999.0
2.0,4.0,2.0,5.0,2.0,9.9886102676400004,78.028618550000004,1934.3896654359312,78.028618550000004,1936.251059549651,175.0,6.4230299999999998,0.0,598010.0
2.0,4.0,2.0,5.0,2.0,9.9989891052199997,74.533596900000006,1372.8437732012615,74.533596900000006,1372.8437732012615,144.959,6.31107,0.0,606569.0
2.0,4.0,3.0,5.0,2.0,8.1999998092700004,264.05289445,14636.997431905889,264.05289445,16824.561560015358,507.70299999999997,8.3618600000000001,0.0,41741.0
2.0,4.0,3.0,5.0,2.0,9.4099998474100008,79.997651699999977,9245.0496032981337,79.997651699999977,7886.2613982578596,289.0,5.8207300000000002,0.0,351326.0
2.0,4.0,3.0,5.0,2.0,9.2799997329699995,126.17637119999998,10050.415952483729,126.17637119999998,10436.549187059209,348.62200000000001,6.1832200000000004,0.0,897880.0
2.0,4.0,3.0,5.0,2.0,10.0,119.31656794999999,6290.4400761985626,119.31656794999999,6283.0550457476193,334.0,6.7747700000000002,0.0,645324.0
2.0,4.0,3.0,5.0,2.0,8.8199996948199999,87.080425350000041,14068.88873621797,87.080425350000041,14037.245271527889,496.38900000000001,6.7141500000000001,0.0,998910.0
2.0,4.0,3.0,6.0,2.0,8.3400001525899992,129.53114454999999,12680.825437114861,129.53114454999999,13929.34990332995,348.0,5.7549799999999998,0.0,373501.0
2.0,4.0,3.0,6.0,2.0,7.9000000953700003,46.773900900000015,16132.614799012956,46.773900900000015,9247.3449961724782,328.0,6.0935100000000002,0.0,428290.0
2.0,4.0,3.0,6.0,2.0,8.0299997329699995,125.71420904999995,10481.368350226736,125.71420904999995,11898.899715406649,369.81799999999998,5.3740600000000001,0.0,372954.0
2.0,4.0,3.0,6.0,2.0,8.3199996948199999,74.989502099999939,11307.989445193123,74.989502099999939,9537.2779248720199,328.0,7.3995499999999996,0.0,375915.0
2.0,4.0,3.0,6.0,2.0,8.8800001144399996,118.44192370000002,10767.366282156843,118.44192370000002,11522.480246391164,307.0,5.6840299999999999,0.0,870240.0
3.0,1.0,1.0,1.0,1.0,10.0,212.0956349999995,8884.3589636628458,212.0956349999995,8890.0771953883523,529.65700000000004,4.7178699999999996,0.0,343371.0
3.0,2.0,1.0,1.0,1.0,6.7199997901900002,121.19165019999998,7250.6851925123801,121.19165019999998,9667.3509334362898,422.85199999999998,5.7763299999999997,0.0,394754.0
3.0,2.0,1.0,1.0,1.0,7.5399999618500004,99.762272600000017,10609.374150022424,99.762272600000017,10781.647261521319,433.45699999999999,6.2252200000000002,0.0,747713.0
3.0,1.0,1.0,1.0,1.0,8.1599998474100008,123.3286398,14367.99605172058,123.3286398,15079.090187205187,482.24700000000001,6.1397500000000003,0.0,873032.0
3.0,1.0,1.0,1.0,1.0,10.0,142.24771240000001,12465.501617490794,142.24771240000001,12477.595886531193,510.78500000000003,6.1288499999999999,0.0,726891.0
3.0,1.0,1.0,1.0,1.0,9.0500001907299996,195.63832549999995,13013.930881391692,195.63832549999995,13240.366643207908,532.56500000000005,5.3504300000000002,0.0,555129.0
3.0,3.0,1.0,1.0,1.0,10.0,218.85209224999991,12605.916929461362,218.85209224999991,12536.634897259968,503.0,6.6850899999999998,0.0,905275.0
3.0,3.0,1.0,1.0,1.0,10.0,357.44714009999967,27650.846053977188,357.44714009999967,27644.530463622392,714.178,7.5519499999999997,0.0,316444.0
3.0,4.0,1.0,1.0,1.0,10.0,360.2616779999999,23196.134391125644,360.2616779999999,23162.407203311996,535.21000000000004,7.7709200000000003,0.0,280930.0
3.0,2.0,1.0,1.0,1.0,8.75,111.82986939999996,13646.898706502187,111.82986939999996,13783.998863108145,476.96100000000001,6.7844800000000003,0.0,323790.0
3.0,4.0,1.0,1.0,1.0,9.57999992371,67.854490100000007,4606.6260210819564,67.854490100000007,4759.0335256428762,397.39400000000001,7.3798300000000001,0.0,843059.0
3.0,2.0,1.0,1.0,1.0,8.7899999618500004,190.5227849500001,7439.0850306811108,190.5227849500001,8463.7764141498137,427.0,6.7064199999999996,0.0,380422.0
3.0,1.0,1.0,1.0,1.0,8.5299997329699995,273.96072564999997,14948.340329222332,273.96072564999997,15430.629082204394,799.03099999999995,5.4387999999999996,0.0,311500.0
3.0,2.0,1.0,1.0,1.0,8.8599996566799994,275.29597860000013,20111.860162706733,275.29597860000013,20135.889578956823,576.96100000000001,6.5831999999999997,0.0,571920.0
3.0,2.0,1.0,2.0,1.0,9.0100002288799992,319.53234000000015,17887.508729815618,319.53234000000015,18190.642979000539,828.72900000000004,8.7445299999999992,0.0,931400.0
3.0,3.0,1.0,1.0,1.0,10.0,145.41732080000003,9051.6434071755048,145.41732080000003,9045.2513125647038,394.06099999999998,6.3993500000000001,0.0,128343.0
3.0,2.0,1.0,2.0,1.0,9.0500001907299996,218.6490124,12982.739625886674,218.6490124,12767.097986516184,515.197,6.0193599999999998,0.0,558147.0
3.0,3.0,1.0,1.0,1.0,10.0,296.78963099999999,17857.83849715818,296.78963099999999,17859.52385193772,528.923,6.6369999999999996,0.0,604086.0
3.0,3.0,1.0,1.0,1.0,8.7899999618500004,333.92662720000015,22584.315463972875,333.92662720000015,25002.149249898961,605.053,6.36965,0.0,578742.0
3.0,2.0,1.0,2.0,1.0,7.57999992371,197.26058189999995,25115.606078060649,197.26058189999995,27647.847947115737,643.01199999999994,8.0187899999999992,0.0,525627.0
3.0,4.0,1.0,1.0,1.0,10.0,26.256088050000006,4796.8289798310307,26.256088050000006,4784.8688496063633,271.58199999999999,9.3430999999999997,0.0,164899.0
3.0,3.0,1.0,2.0,1.0,9.5,124.39614210000008,24053.638109767577,124.39614210000008,25290.459429752336,630.03300000000002,6.1526500000000004,0.0,664410.0
3.0,3.0,1.0,2.0,1.0,8.5,158.79562300000001,11561.544313486103,158.79562300000001,12114.679172181346,494.726,6.4104900000000002,0.0,817671.0
3.0,2.0,1.0,2.0,1.0,7.9499998092700004,68.407262499999973,18760.64843369072,68.407262499999973,21042.50672826861,585.14400000000001,6.4054599999999997,0.0,518467.0
3.0,4.0,1.0,1.0,1.0,9.8599996566799994,292.37865744999988,18779.15568477003,292.37865744999988,19018.186442758015,459.0,6.3745799999999999,0.0,242191.0
3.0,3.0,1.0,2.0,1.0,8.7799997329699995,76.858220050000028,18611.097542531756,76.858220050000028,20421.693671892845,523.27599999999995,6.9380300000000004,0.0,65746.0
3.0,2.0,1.0,2.0,1.0,6.7100000381499996,108.31158370000003,8604.6052033188062,108.31158370000003,12465.640204327086,556.55499999999995,6.7122799999999998,0.0,910917.0
3.0,4.0,1.0,1.0,1.0,10.0,155.57345409999999,9991.2237642646578,155.57345409999999,9957.0062226224363,388.93200000000002,7.7254399999999999,0.0,711240.0
3.0,3.0,1.0,2.0,1.0,8.3199996948199999,460.61439724999974,42549.952870863512,460.61439724999974,46742.865831514151,731.38599999999997,6.8171099999999996,0.0,889292.0
3.0,4.0,1.0,2.0,1.0,9.1199998855600004,99.257821000000007,9995.0344205273268,99.257821000000007,10548.522272512057,339.75400000000002,6.3989399999999996,0.0,350641.0
3.0,3.0,1.0,2.0,1.0,8.5100002288799992,126.38327349999997,20260.341007785602,126.38327349999997,21446.002051204425,590.48800000000006,7.0635500000000002,0.0,836482.0
3.0,4.0,1.0,2.0,1.0,9.2100000381499996,212.99050620000006,11997.774494616368,212.99050620000006,12850.754381721586,368.0,5.4188599999999996,0.0,74308.0
3.0,4.0,1.0,2.0,1.0,9.7299995422399999,127.95052160000003,8067.1895558182578,127.95052160000003,7935.0308400770055,525.0,5.8935300000000002,0.0,664972.0
3.0,4.0,1.0,2.0,1.0,9.2100000381499996,298.8575333500001,22752.827888907901,298.8575333500001,24644.477179293903,525.0,5.5506900000000003,0.0,515432.0
3.0,4.0,1.0,2.0,1.0,8.5900001525899992,247.02362525000001,17226.033743502852,247.02362525000001,19820.691187392284,458.0,5.8780299999999999,0.0,414614.0
3.0,1.0,1.0,2.0,1.0,6.8699998855600004,260.79384999999996,9598.2912730373446,260.79384999999996,12494.521586096871,524.18299999999999,5.4996700000000001,0.0,472870.0
3.0,1.0,1.0,2.0,1.0,8.5,225.85547700000015,12277.683232056033,225.85547700000015,13658.636441489421,521.17700000000002,6.3207599999999999,0.0,254318.0
3.0,1.0,1.0,2.0,1.0,6.75,201.98731569999995,7888.5822779007758,201.98731569999995,10687.33320931995,559.75900000000001,5.3865499999999997,0.0,796233.0
3.0,1.0,1.0,2.0,1.0,6.8200001716600003,249.54115925000008,11772.14558035152,249.54115925000008,14389.247411818926,592.88099999999997,5.64872,0.0,771517.0
3.0,1.0,1.0,2.0,1.0,6.5599999427800002,216.26149149999989,8926.1402517365786,216.26149149999989,11655.845820645656,529.45699999999999,5.53695,0.0,94736.0
3.0,1.0,2.0,3.0,1.0,8.1333332061799997,118.22236974999996,7276.5489552904346,118.22236974999996,8644.6754170327331,369.0,5.5664400000000001,0.5569176882661997,399731.0
3.0,1.0,2.0,3.0,1.0,8.1833333969099993,161.42014749999996,8561.756479917296,161.42014749999996,9833.7846926346901,403.85399999999998,5.6327800000000003,0.51500000000000001,317997.0
3.0,1.0,2.0,3.0,1.0,9.0166664123500002,120.90191449999999,7684.4998025836858,120.90191449999999,8220.8273273489394,342.0,5.7364800000000002,0.52000000000000002,394317.0
3.0,1.0,2.0,3.0,1.0,8.0833330154399992,154.06908979999997,5148.1270266898691,154.06908979999997,6378.3035481559027,343.0,5.726,0.52666666666666662,268348.0
3.0,1.0,2.0,3.0,1.0,8.6166667938200003,196.99090269999999,9195.0576856853277,196.99090269999999,10404.781802173364,393.73200000000003,5.6173099999999998,0.49833333333333335,494870.0
