343855,55
301871,98
479185,60
123897,95
36438,35
96629,72
812700,100
916334,65
258785,67
496726,65
929228,65
243029,70
30465,77
858393,100
241173,70
637269,75
911680,95
530973,80
290490,85
794860,7
161318,60
991052,65
101836,58
85636,60
697379,65
269441,60
751189,55
714089,42
289553,50
114509,20
495662,72
356471,40
977713,95
433088,65
680877,90
876203,90
824043,70
827718,62
761451,30
454615,40
577234,45
31792,50
695055,40
575591,40
824299,50
548474,65
216810,98
436967,70
670815,100
735779,65
658287,97
817431,30
344430,98
177262,55
544468,80
446469,75
506452,90
216446,45
268519,75
277529,53
695069,70
834307,50
727116,55
4439,25
879082,65
21114,33
601159,75
727032,78
661237,65
575591,40
110614,53
244088,45
575591,38
695069,70
575668,55
394467,50
84441,60
812700,100
282106,96
285967,30
717596,65
99821,60
957143,65
820686,85
957143,60
931521,45
824299,47
658287,95
766483,20
670815,100
938096,100
666047,75
342183,35
218545,20
165239,35
293872,100
684983,100
258036,60
762496,55
884627,45
304392,60
342161,100
587803,75
941335,65
544468,80
342161,100
855443,60
791128,60
853277,58
231946,40
992257,1
126038,65
123897,95
496726,70
92974,67
834307,40
380694,40
791128,60
766659,38
454449,57
700662,60
342183,39
964512,40
690923,40
239875,50
62874,35
640382,65
667611,62
287781,45
153645,62
810553,90
955032,56
773468,85
246818,35
50994,75
348855,100
973988,60
794860,55
612058,60
348700,40
801744,100
429024,65
524455,55
246374,60
404829,65
129386,58
982667,34
123897,97
580694,80
825381,57
87837,30
688929,50
282106,95
892114,53
367654,32
256126,52
912372,50
912169,99
955032,55
